"","HOME","ROAD","GAME.DATE","W.L","SPREAD","VegPred","log1Pred","log1WL","log2Pred","log2WL","log3Pred","log3WL","RFWL","XGWL","lassoPred","lassoWL","XGPred","RFPred"
"3306","HOU","CHA",2015-12-21,1,-3.5,1,0.494041598189616,0,0.494041598189616,0,0.428287986063503,0,"0","0",0.465843959049235,0,0.442449748516083,0.4
"3307","MIA","DET",2015-12-22,0,-2.5,1,0.731810124865282,1,0.731810124865282,1,0.766485769254749,1,"1","1",0.700155663880775,1,0.758623838424683,0.9
"3308","NOP","HOU",2015-12-26,1,1.5,0,0.446517465717539,0,0.446517465717539,0,0.506933046293664,1,"1","1",0.525373764212276,1,0.510112941265106,0.57
"3315","WAS","PHI",2016-02-05,1,-8.5,1,0.803511088268623,1,0.803511088268623,1,0.806190518685829,1,"1","1",0.763440946096532,1,0.801130771636963,0.95
"3317","IND","DET",2016-02-06,1,-4.5,1,0.735041532758444,1,0.735041532758444,1,0.724224035458643,1,"1","1",0.687557661644508,1,0.720944762229919,0.88
"3318","BKN","DEN",2016-02-08,1,2.5,0,0.514042695742635,1,0.514042695742635,1,0.520771097401347,1,"0","1",0.518261084869999,1,0.516982197761536,0.45
"3322","IND","NYK",2016-02-24,1,-6.5,1,0.631707380068541,1,0.631707380068541,1,0.623695212838544,1,"1","1",0.646553259892735,1,0.617274522781372,0.69
"3328","LAC","NYK",2016-03-11,1,-10.5,1,0.81179262758238,1,0.81179262758238,1,0.775327625372287,1,"1","1",0.750018128318873,1,0.792860150337219,0.93
"3329","SAS","POR",2016-03-17,1,-11.5,1,0.925121394311154,1,0.925121394311154,1,0.896561750234817,1,"1","1",0.861791532589437,1,0.901173412799835,0.96
"3331","HOU","UTA",2016-03-23,0,-1.5,1,0.513681109324656,1,0.513681109324656,1,0.485824770423233,0,"1","0",0.511210905638371,1,0.488764554262161,0.57
"3334","DAL","HOU",2016-04-06,1,1.5,0,0.679196829287515,1,0.679196829287515,1,0.674050560004654,1,"1","1",0.648186690572069,1,0.684725522994995,0.79
"3338","NOP","PHX",2016-11-04,0,-2.5,1,0.592347141483983,1,0.592347141483983,1,0.592589075149623,1,"1","1",0.580441711555386,1,0.584561705589294,0.63
"3344","LAL","NYK",2016-12-11,0,2.5,0,0.422595933878602,0,0.422595933878602,0,0.475364211295831,0,"0","0",0.454955132478103,0,0.453693360090256,0.3
"3345","ORL","LAC",2016-12-14,0,8.5,0,0.288807571018003,0,0.288807571018003,0,0.193361843780938,0,"0","0",0.261917904644777,0,0.209128245711327,0.21
"3354","PHI","POR",2017-01-20,1,2.5,0,0.481857274012253,0,0.481857274012253,0,0.519923272760108,1,"1","1",0.537418621269804,1,0.505038976669312,0.55
"3357","DET","MIN",2017-02-03,1,-4.5,1,0.697919422728247,1,0.697919422728247,1,0.611350837181537,1,"1","1",0.611231921134955,1,0.633120238780975,0.78
"3360","LAL","SAC",2017-02-14,0,-2.5,1,0.432947791369802,0,0.432947791369802,0,0.424386962318051,0,"0","0",0.463765179632538,0,0.426798492670059,0.25
"3361","OKC","NYK",2017-02-15,1,-7.5,1,0.745899477935924,1,0.745899477935924,1,0.699923146377943,1,"1","1",0.654261548332633,1,0.699717462062836,0.64
"3363","NYK","GSW",2017-03-05,0,10.5,0,0.23773257945205,0,0.23773257945205,0,0.194712182743791,0,"0","0",0.244991355624755,0,0.198921352624893,0.18
"3369","CHA","CLE",2017-03-24,0,3.5,0,0.505059791158137,1,0.505059791158137,1,0.535704650484201,1,"1","1",0.539373864705065,1,0.54448789358139,0.67
"3371","CHI","ATL",2017-04-01,1,-5.5,1,0.681275454669008,1,0.681275454669008,1,0.646954568325577,1,"1","1",0.652003051234041,1,0.658970475196838,0.65
"3373","MIL","CHA",2017-04-10,1,-6.5,1,0.552383942030845,1,0.552383942030845,1,0.524697652135109,1,"1","1",0.515216309563595,1,0.521249055862427,0.48
"3375","PHX","BKN",2013-11-15,0,-1,1,0.843222347947551,1,0.843222347947551,1,0.837739540969545,1,"1","1",0.804349286122952,1,0.831710934638977,0.99
"3376","UTA","GSW",2013-11-18,0,8,0,0.134749859306888,0,0.134749859306888,0,0.0824362937901554,0,"0","0",0.124895789282314,0,0.0829675197601318,0.2
"3379","BOS","LAC",2013-12-11,0,5,0,0.558897989813098,1,0.558897989813098,1,0.532767391590699,1,"0","1",0.526701162074931,1,0.525552749633789,0.47
"3382","CHA","OKC",2013-12-27,0,7,0,0.289029324636801,0,0.289029324636801,0,0.288588514462991,0,"0","0",0.345572148175284,0,0.303331762552261,0.19
"3385","DAL","LAL",2014-01-07,1,-10,1,0.755429076323339,1,0.755429076323339,1,0.795026073768218,1,"1","1",0.751565477134689,1,0.790001273155212,0.9
"3387","PHI","OKC",2014-01-25,0,9,0,0.145799361054678,0,0.145799361054678,0,0.125290172612222,0,"0","0",0.170059142984334,0,0.126534804701805,0.05
"3404","SAS","NOP",2014-03-29,1,-13,1,0.850863359901673,1,0.850863359901673,1,0.807479677818483,1,"1","1",0.787964661044095,1,0.803049862384796,0.97
"3407","SAC","LAL",2014-04-02,1,-8,1,0.774287802148251,1,0.774287802148251,1,0.700020781125489,1,"1","1",0.65611121836863,1,0.695481896400452,0.77
"3414","OKC","GSW",2014-11-23,0,8,0,0.212530881090155,0,0.212530881090155,0,0.122426946524235,0,"0","0",0.168966134383515,0,0.144289210438728,0.14
"3422","SAC","HOU",2014-12-11,0,1,0,0.467885624801543,0,0.467885624801543,0,0.431374960071629,0,"1","0",0.471206892055544,0,0.434503823518753,0.44
"3425","DEN","SAS",2014-12-14,0,5,0,0.251314749624648,0,0.251314749624648,0,0.257974312282954,0,"0","0",0.288796814081656,0,0.26331838965416,0.1
"3432","DAL","OKC",2014-12-28,1,-2,1,0.596519504531157,1,0.596519504531157,1,0.682632444989516,1,"1","1",0.663328036873873,1,0.684873759746552,0.73
"3435","LAC","BOS",2015-01-19,1,-12,1,0.796725902568769,1,0.796725902568769,1,0.782637248197676,1,"1","1",0.772382898991763,1,0.784610092639923,0.87
"3444","TOR","WAS",2015-02-11,1,-5,1,0.647396496861119,1,0.647396496861119,1,0.567817068925506,1,"1","1",0.572458777257534,1,0.576645851135254,0.57
"3450","SAC","POR",2015-03-01,0,8,0,0.401192572326315,0,0.401192572326315,0,0.326307523087889,0,"0","0",0.372096058117264,0,0.342238575220108,0.22
"3462","BKN","TOR",2015-04-03,1,-2,1,0.401352354499201,0,0.401352354499201,0,0.428932445635223,0,"0","0",0.481404222441877,0,0.443628281354904,0.43
"3477","OKC","UTA",2015-12-13,1,-9,1,0.724141866183562,1,0.724141866183562,1,0.748038616612539,1,"1","1",0.724968058254918,1,0.744438886642456,0.88
"3480","NOP","IND",2016-01-08,0,2,0,0.435903729818755,0,0.435903729818755,0,0.42284914612282,0,"0","0",0.43152021904824,0,0.430441558361053,0.35
"3482","BKN","ORL",2016-01-08,0,3,0,0.35516428574862,0,0.35516428574862,0,0.4151712000974,0,"0","0",0.464535337002452,0,0.41427680850029,0.19
"3483","DET","BKN",2016-01-09,1,-11,1,0.815619367517477,1,0.815619367517477,1,0.811159311312516,1,"1","1",0.791297592190665,1,0.814165711402893,0.92
"3487","MEM","DET",2016-01-14,1,1,0,0.463539695469771,0,0.463539695469771,0,0.47884093446876,0,"0","0",0.47837820117573,0,0.472842484712601,0.41
"3488","LAC","HOU",2016-01-18,1,-5,1,0.6849462636798,1,0.6849462636798,1,0.738066097870552,1,"1","1",0.723498538334381,1,0.743152022361755,0.98
"3491","NYK","OKC",2016-01-26,0,9,0,0.264275419665058,0,0.264275419665058,0,0.282656052740697,0,"0","0",0.328847985375861,0,0.282224118709564,0.16
"3498","MIA","GSW",2016-02-24,0,9,0,0.287058674040126,0,0.287058674040126,0,0.328663343314265,0,"0","0",0.373929971082113,0,0.329073935747147,0.25
"3512","CHA","UTA",2016-11-09,1,-3,1,0.593575852770555,1,0.593575852770555,1,0.702058793887155,1,"1","1",0.693662452459717,1,0.699905455112457,0.8
"3523","CHA","MIA",2016-12-29,1,-6,1,0.741799237895635,1,0.741799237895635,1,0.794716914796203,1,"1","1",0.748755207633107,1,0.778434455394745,0.93
"3526","SAC","DET",2017-01-10,1,-3,1,0.544800632189781,1,0.544800632189781,1,0.536431477121487,1,"1","1",0.514210432559204,1,0.515240848064423,0.52
"3530","MEM","TOR",2017-01-25,1,-5,1,0.425376055783171,0,0.425376055783171,0,0.498116467254042,0,"1","0",0.508905870247885,1,0.487195760011673,0.65
"3538","NOP","SAS",2017-03-03,0,6,0,0.214653382063753,0,0.214653382063753,0,0.209585628260952,0,"0","0",0.271706286609268,0,0.213632717728615,0.16
"3540","MIA","CHA",2017-03-08,1,-4,1,0.580534125300948,1,0.580534125300948,1,0.60080117907175,1,"1","1",0.602379866475822,1,0.605347037315369,0.75
"3550","LAC","SAC",2017-04-12,1,-17,1,0.800601252800867,1,0.800601252800867,1,0.793714789408043,1,"1","1",0.77001112198247,1,0.800832688808441,1
"3555","MIL","OKC",2013-11-16,0,10.5,0,0.265773124373074,0,0.265773124373074,0,0.332415692878586,0,"0","0",0.331959135613184,0,0.322137266397476,0.11
"3557","MIA","PHX",2013-11-25,1,-12.5,1,0.806168561000759,1,0.806168561000759,1,0.844829100816538,1,"1","1",0.807271617014431,1,0.8487908244133,0.89
"3560","WAS","ATL",2013-11-30,1,-4.5,1,0.543464693883727,1,0.543464693883727,1,0.543296666154938,1,"0","1",0.55848682292032,1,0.536392509937286,0.49
"3562","LAL","POR",2013-12-01,0,3.5,0,0.379584474290921,0,0.379584474290921,0,0.386783488536544,0,"0","0",0.442985108760185,0,0.377109318971634,0.27
"3563","PHI","ORL",2013-12-03,1,-3.5,1,0.39583015958332,0,0.39583015958332,0,0.428587621027281,0,"0","0",0.465832894202293,0,0.437996059656143,0.33
"3566","NOP","DET",2013-12-11,1,-2.5,1,0.600430337623558,1,0.600430337623558,1,0.65832408531375,1,"1","1",0.637690494553363,1,0.639508008956909,0.88
"3567","MIL","CHI",2013-12-13,0,3.5,0,0.295758522257963,0,0.295758522257963,0,0.32425577365748,0,"0","0",0.356996794894781,0,0.311306655406952,0.18
"3569","IND","CLE",2013-12-31,1,-12.5,1,0.943341176547209,1,0.943341176547209,1,0.936539106762837,1,"1","1",0.907336423337215,1,0.933497965335846,0.99
"3572","LAC","DAL",2014-01-15,1,-4.5,1,0.652744731574548,1,0.652744731574548,1,0.670268512234927,1,"1","1",0.674079467464619,1,0.679295361042023,0.88
"3579","GSW","MIA",2014-02-12,0,-1.5,1,0.504504380154215,1,0.504504380154215,1,0.519398861013506,1,"1","1",0.540765956750213,1,0.527572870254517,0.7
"3589","GSW","ORL",2014-03-18,1,-11.5,1,0.85670735184129,1,0.85670735184129,1,0.820418333537667,1,"1","1",0.792539040691371,1,0.821140229701996,1
"3591","PHX","DET",2014-03-21,1,-8.5,1,0.867335008118886,1,0.867335008118886,1,0.800737988204078,1,"1","1",0.759635628965684,1,0.812010109424591,0.98
"3593","HOU","PHI",2014-03-27,1,-19.5,1,0.944738135196733,1,0.944738135196733,1,0.929667009600634,1,"1","1",0.919423028412693,1,0.93777197599411,0.9
"3595","BKN","DET",2014-04-04,1,-9.5,1,0.751820917438058,1,0.751820917438058,1,0.750955625010232,1,"1","1",0.740998358344904,1,0.754014074802399,0.85
"3596","DET","BOS",2014-04-05,1,-6.5,1,0.614857575981854,1,0.614857575981854,1,0.607080608741055,1,"1","1",0.595893538628896,1,0.594223439693451,0.64
"3598","NOP","PHX",2014-04-09,0,8.5,0,0.395626916760007,0,0.395626916760007,0,0.385887860429752,0,"0","0",0.405662099824631,0,0.397249191999435,0.23
"3601","POR","GSW",2014-04-13,1,-4.5,1,0.57007857058361,1,0.57007857058361,1,0.52132810488182,1,"1","1",0.520650937011408,1,0.52827000617981,0.52
"3612","POR","IND",2014-12-04,1,-8.5,1,0.834115984937254,1,0.834115984937254,1,0.835674585413883,1,"1","1",0.805017457769923,1,0.832345426082611,0.99
"3616","CHA","PHX",2014-12-17,0,2.5,0,0.476867128157185,0,0.476867128157185,0,0.389763418627792,0,"0","0",0.453180441391321,0,0.414616018533707,0.31
"3623","UTA","GSW",2015-01-13,0,8.5,0,0.237344826268136,0,0.237344826268136,0,0.199723551021022,0,"0","0",0.225647077102795,0,0.209510490298271,0.1
"3631","PHI","IND",2015-02-20,0,8.5,0,0.35439957663755,0,0.35439957663755,0,0.296416069148513,0,"0","0",0.33781543839662,0,0.290238916873932,0.35
"3632","DAL","TOR",2015-02-24,1,-4.5,1,0.624056404921877,1,0.624056404921877,1,0.648646231455925,1,"1","1",0.629236525802575,1,0.643877744674683,0.91
"3635","NYK","IND",2015-03-07,0,8.5,0,0.344220836817983,0,0.344220836817983,0,0.350336838750774,0,"0","0",0.343918389134984,0,0.347226858139038,0.25
"3641","OKC","BOS",2015-03-18,1,-6.5,1,0.725814646697216,1,0.725814646697216,1,0.658567584223392,1,"1","1",0.633853223414301,1,0.662906587123871,0.84
"3647","DEN","DAL",2015-04-10,0,-1.5,1,0.396838157559173,0,0.396838157559173,0,0.403757928861621,0,"0","0",0.419908407930033,0,0.409177303314209,0.11
"3653","MIN","GSW",2015-11-12,0,10.5,0,0.210397207491091,0,0.210397207491091,0,0.239474466754398,0,"0","0",0.278468639872838,0,0.234871387481689,0.14
"3655","SAS","DEN",2015-11-18,1,-13.5,1,0.900209930950244,1,0.900209930950244,1,0.88669040868491,1,"1","1",0.854329773292007,1,0.881702303886414,0.98
"3658","DAL","DEN",2015-11-28,1,-8.5,1,0.812590853052609,1,0.812590853052609,1,0.75504016917907,1,"1","1",0.753224279852882,1,0.767693161964417,0.93
"3661","BKN","PHI",2015-12-10,1,-6.5,1,0.69476357315699,1,0.69476357315699,1,0.759047253711415,1,"1","1",0.734667164844876,1,0.753500759601593,0.88
"3665","CHI","MIL",2016-01-05,1,-8.5,1,0.767986491369468,1,0.767986491369468,1,0.74948238408008,1,"1","1",0.742642220301458,1,0.752188622951508,0.84
"3666","HOU","UTA",2016-01-07,1,-6.5,1,0.636283742553913,1,0.636283742553913,1,0.534563163604946,1,"1","1",0.5723021395382,1,0.551095545291901,0.71
"3668","MEM","NOP",2016-01-18,1,-4.5,1,0.657636895104418,1,0.657636895104418,1,0.642687349910965,1,"0","1",0.613379780685902,1,0.636996746063232,0.49
"3672","PHX","TOR",2016-02-02,0,9.5,0,0.283185716569036,0,0.283185716569036,0,0.28307684767948,0,"0","0",0.295478257175043,0,0.275157123804092,0.13
"3681","MIA","BKN",2016-03-28,1,-8.5,1,0.828888531774767,1,0.828888531774767,1,0.811040801291937,1,"1","1",0.780572432077074,1,0.820608735084534,0.99
"3682","UTA","GSW",2016-03-30,0,4.5,0,0.39849232937039,0,0.39849232937039,0,0.380238567830755,0,"0","0",0.394936706885512,0,0.378253042697906,0.34
"3684","DEN","SAS",2016-04-08,1,-1.5,1,0.146690803087395,0,0.146690803087395,0,0.157664683273335,0,"0","0",0.209020725388402,0,0.151134684681892,0.11
"3687","NYK","UTA",2016-11-06,0,2.5,0,0.278269990037092,0,0.278269990037092,0,0.358518630659581,0,"0","0",0.395596964036665,0,0.37139043211937,0.49
"3696","MIL","CLE",2016-12-20,0,3.5,0,0.350656936326196,0,0.350656936326196,0,0.45258999483034,0,"0","0",0.453121164022083,0,0.444633156061172,0.5
"3703","HOU","WAS",2017-01-02,1,-7.5,1,0.775087594638503,1,0.775087594638503,1,0.75121206630617,1,"1","1",0.741422757401029,1,0.744147121906281,0.94
"3708","TOR","BOS",2017-01-10,1,-5.5,1,0.690608783518299,1,0.690608783518299,1,0.62081649346376,1,"1","1",0.612846131997445,1,0.631060540676117,0.76
"3710","SAC","OKC",2017-01-15,0,1.5,0,0.522581404511014,1,0.522581404511014,1,0.502454383699349,1,"0","1",0.483022746490978,0,0.504653513431549,0.41
"3713","WAS","LAL",2017-02-02,1,-10.5,1,0.830594129817702,1,0.830594129817702,1,0.837360726139871,1,"1","1",0.826834945006804,1,0.838787734508514,1
"3719","NYK","TOR",2017-02-27,0,3.5,0,0.320190811806252,0,0.320190811806252,0,0.348527365319329,0,"0","0",0.393782227790606,0,0.351095527410507,0.19
"3720","BOS","CLE",2017-03-01,1,-1.5,1,0.469519606656228,0,0.469519606656228,0,0.462184707144962,0,"0","0",0.479069944657892,0,0.475178837776184,0.47
"3723","LAC","PHI",2017-03-11,1,-14.5,1,0.882524331661847,1,0.882524331661847,1,0.828356776104095,1,"1","1",0.813818477178486,1,0.846071243286133,0.99
"3724","IND","MIA",2017-03-12,1,-6.5,1,0.60354456798825,1,0.60354456798825,1,0.56934509906268,1,"1","1",0.541832948527621,1,0.569907784461975,0.52
"3731","SAC","HOU",2017-04-09,0,9.5,0,0.36973369197792,0,0.36973369197792,0,0.413106589491751,0,"0","0",0.412453950632479,0,0.421134561300278,0.18
"3735","DAL","MIL",2013-12-14,1,-11,1,0.780456680075992,1,0.780456680075992,1,0.822003199723818,1,"1","1",0.798129920272459,1,0.822306454181671,0.9
"3742","CHI","CHA",2014-01-11,1,-4,1,0.708369107426198,1,0.708369107426198,1,0.689279879425389,1,"1","1",0.679823152187641,1,0.676553308963776,0.62
"3748","BKN","ORL",2014-01-21,1,-9,1,0.759811514830759,1,0.759811514830759,1,0.748878225870137,1,"1","1",0.727381557010618,1,0.755951821804047,0.93
"3749","OKC","POR",2014-01-21,1,-6,1,0.741863303404847,1,0.741863303404847,1,0.68307298947753,1,"1","1",0.657910158571943,1,0.68769234418869,0.69
"3750","BOS","BKN",2014-01-26,0,4,0,0.445833357977739,0,0.445833357977739,0,0.475999478620254,0,"0","0",0.474798427668033,0,0.476645946502686,0.49
"3751","NOP","ORL",2014-01-26,1,-6,1,0.603086588214738,1,0.603086588214738,1,0.655983654190108,1,"1","1",0.628025514850313,1,0.656151175498962,0.65
"3756","MIL","IND",2014-02-22,0,12,0,0.19813075965637,0,0.19813075965637,0,0.190475121219138,0,"0","0",0.218645694549855,0,0.188622355461121,0.16
"3759","CLE","TOR",2014-02-25,0,4,0,0.251506997764566,0,0.251506997764566,0,0.31327231383475,0,"0","0",0.354949482231846,0,0.29626727104187,0.1
"3762","NOP","MEM",2014-03-12,0,4,0,0.455399265410542,0,0.455399265410542,0,0.426498915375604,0,"0","0",0.445435774079028,0,0.431742608547211,0.5
"3763","TOR","OKC",2014-03-21,0,3,0,0.565520155289019,1,0.565520155289019,1,0.523834760292528,1,"0","1",0.536981990778448,1,0.547919392585754,0.38
"3766","HOU","OKC",2014-04-04,1,-2,1,0.572860988056694,1,0.572860988056694,1,0.553227838407346,1,"1","1",0.535375529275043,1,0.563226401805878,0.5
"3767","CHI","DET",2014-04-11,1,-10,1,0.735427264225275,1,0.735427264225275,1,0.775229476554269,1,"1","1",0.77033261316727,1,0.775531589984894,0.79
"3771","MEM","DAL",2014-04-16,1,-3,1,0.601790341403737,1,0.601790341403737,1,0.617515291947366,1,"1","1",0.612251729860214,1,0.638290226459503,0.77
"3772","NOP","HOU",2014-04-16,1,-3,1,0.41615641272037,0,0.41615641272037,0,0.374428547742285,0,"0","0",0.370519418647393,0,0.377599388360977,0.29
"3786","BKN","DEN",2014-12-23,1,-4,1,0.74184376524268,1,0.74184376524268,1,0.698578571604839,1,"1","1",0.684442064399709,1,0.701761245727539,0.77
"3789","IND","BOS",2015-01-09,1,-6,1,0.578516961676158,1,0.578516961676158,1,0.599408123102954,1,"1","1",0.581018975228045,1,0.594100475311279,0.56
"3790","CHI","MIL",2015-01-10,1,-6,1,0.577751244642311,1,0.577751244642311,1,0.588078822254187,1,"1","1",0.588396309516167,1,0.595572113990784,0.63
"3791","DEN","DAL",2015-01-14,1,-5,1,0.36026675182718,0,0.36026675182718,0,0.381978830561117,0,"0","0",0.426568083580488,0,0.380505055189133,0.42
"3796","POR","LAL",2015-02-11,1,-14,1,0.864790800931275,1,0.864790800931275,1,0.819313236007914,1,"1","1",0.810783482894008,1,0.820096731185913,1
"3799","NOP","DET",2015-03-04,1,-5,1,0.573434057244723,1,0.573434057244723,1,0.702557596172743,1,"1","1",0.672059959000642,1,0.684491991996765,0.92
"3807","SAC","LAC",2015-03-18,0,9,0,0.213804636711212,0,0.213804636711212,0,0.331959051044657,0,"0","0",0.350586590933302,0,0.306290715932846,0.32
"3809","WAS","CHA",2015-03-27,1,-5,1,0.601409162693194,1,0.601409162693194,1,0.674492364121136,1,"1","1",0.636232341879257,1,0.651443481445312,0.9
"3811","OKC","HOU",2015-04-05,0,1,0,0.532272772577002,1,0.532272772577002,1,0.516633909295971,1,"1","1",0.512829754639228,1,0.516978800296783,0.56
"3812","HOU","NOP",2015-04-12,1,-5,1,0.740002343819348,1,0.740002343819348,1,0.641936114865893,1,"1","1",0.644793138574966,1,0.63957679271698,0.73
"3818","SAS","MEM",2015-11-21,1,-8,1,0.959264505954172,1,0.959264505954172,1,0.873108016896199,1,"1","1",0.839409862650459,1,0.867760717868805,0.83
"3819","DET","WAS",2015-11-21,0,0,1,0.639640690312148,1,0.639640690312148,1,0.608620794680624,1,"1","1",0.605110138818272,1,0.618448436260223,0.75
"3820","LAC","MIN",2015-11-29,1,-10,1,0.698946898609976,1,0.698946898609976,1,0.637491387706278,1,"1","1",0.630554422945141,1,0.670592486858368,0.82
"3828","ATL","POR",2015-12-21,1,-11,1,0.70719835387443,1,0.70719835387443,1,0.70011177094885,1,"1","1",0.702220941246981,1,0.711824834346771,0.82
"3829","MIL","PHI",2015-12-23,1,-11,1,0.738164951466847,1,0.738164951466847,1,0.790503944323294,1,"1","1",0.77237701685075,1,0.798918008804321,0.92
"3838","BKN","DET",2016-02-01,0,7,0,0.3153450283666,0,0.3153450283666,0,0.407309626213037,0,"0","0",0.417711969653128,0,0.385289400815964,0.17
"3839","DEN","CHI",2016-02-05,1,-3,1,0.47706638523652,0,0.47706638523652,0,0.454303107176748,0,"0","0",0.492695848401668,0,0.44605740904808,0.42
"3852","MEM","MIN",2016-03-16,0,4,0,0.621159882681643,1,0.621159882681643,1,0.652538052167176,1,"1","1",0.594495738996445,1,0.646016180515289,0.48
"3855","CLE","MIL",2016-03-23,1,-11,1,0.8341824856201,1,0.8341824856201,1,0.807187535092232,1,"1","1",0.766571233863611,1,0.806120455265045,0.95
"3856","PHX","WAS",2016-04-01,0,9,0,0.394521679233726,0,0.394521679233726,0,0.379224466242952,0,"0","0",0.409628597699152,0,0.376085132360458,0.22
"3861","MIA","CHI",2016-04-07,1,-6,1,0.772580717012945,1,0.772580717012945,1,0.733216393161489,1,"1","1",0.720582948727046,1,0.746203362941742,0.97
"3864","CLE","TOR",2016-11-15,1,-6,1,0.49753932895196,0,0.49753932895196,0,0.617590523184943,1,"1","1",0.591367174951447,1,0.580036103725433,0.78
"3872","DEN","DAL",2016-12-19,1,-8,1,0.658333754277242,1,0.658333754277242,1,0.637485239716,1,"1","1",0.636348187398663,1,0.652240991592407,0.73
"3882","POR","MEM",2017-01-27,1,-1,1,0.460104547806756,0,0.460104547806756,0,0.457556081511122,0,"0","0",0.502260253648147,1,0.485604614019394,0.5
"3883","MIN","ORL",2017-01-30,1,-8,1,0.71409530026365,1,0.71409530026365,1,0.724550273409909,1,"1","1",0.713453888386046,1,0.714656472206116,0.92
"3890","ATL","GSW",2017-03-06,0,6,0,0.374834166366907,0,0.374834166366907,0,0.314952298326637,0,"0","0",0.357155821859702,0,0.331870853900909,0.28
"3891","DAL","LAL",2017-03-07,1,-9,1,0.747890955248772,1,0.747890955248772,1,0.810956712313713,1,"1","1",0.783104098058833,1,0.809576690196991,0.94
"3894","DEN","HOU",2017-03-18,0,2,0,0.347175557466453,0,0.347175557466453,0,0.447341738922243,0,"0","0",0.476768323408013,0,0.438610196113586,0.39
"3902","OKC","SAS",2017-03-31,0,3,0,0.351832641184734,0,0.351832641184734,0,0.35393707372945,0,"0","0",0.390728656673259,0,0.350468337535858,0.2
"3906","NYK","HOU",2013-11-14,0,1.5,0,0.222989243710673,0,0.222989243710673,0,0.437405357069667,0,"0","0",0.406446673312353,0,0.410718739032745,0.37
"3912","SAS","MIN",2013-12-13,1,-8.5,1,0.830115288103351,1,0.830115288103351,1,0.786877082084138,1,"1","1",0.771063725274344,1,0.794120013713837,0.88
"3915","MIL","NYK",2013-12-18,0,4.5,0,0.223804394212403,0,0.223804394212403,0,0.323986585834367,0,"0","0",0.358959378684444,0,0.29224619269371,0.32
"3919","BOS","CLE",2013-12-28,1,-4.5,1,0.696696690400632,1,0.696696690400632,1,0.719668156642704,1,"1","1",0.670696856907994,1,0.694764316082001,0.89
"3920","DEN","MEM",2014-01-03,1,-4.5,1,0.442547615327317,0,0.442547615327317,0,0.518036546833178,1,"1","1",0.526044232342078,1,0.516060650348663,0.62
"3925","NYK","LAL",2014-01-26,1,-5.5,1,0.656726854468009,1,0.656726854468009,1,0.688428645028843,1,"1","1",0.626155587294639,1,0.678498089313507,0.67
"3926","LAL","IND",2014-01-28,0,10.5,0,0.249599595881887,0,0.249599595881887,0,0.212128541065485,0,"0","0",0.277988323117901,0,0.222397163510323,0.36
"3930","CHA","SAS",2014-02-08,0,5.5,0,0.369793672032866,0,0.369793672032866,0,0.335699406587299,0,"0","0",0.404415418583233,0,0.352203071117401,0.25
"3933","SAS","CHA",2014-02-28,1,-8.5,1,0.794253368137485,1,0.794253368137485,1,0.787708769587687,1,"1","1",0.74415660886235,1,0.785508751869202,0.93
"3935","HOU","MIA",2014-03-04,1,-1.5,1,0.429083863417644,0,0.429083863417644,0,0.440280629069879,0,"0","0",0.477264452736585,0,0.471695691347122,0.47
"3939","BKN","CHA",2014-03-19,1,-6.5,1,0.708546449529044,1,0.708546449529044,1,0.626643568217029,1,"1","1",0.60528136950092,1,0.628551185131073,0.7
"3942","DEN","WAS",2014-03-23,1,-1.5,1,0.543900017525161,1,0.543900017525161,1,0.531939925675078,1,"0","1",0.548118740840319,1,0.551651537418365,0.54
"3944","WAS","ATL",2014-03-29,1,-5.5,1,0.622379900687308,1,0.622379900687308,1,0.648329809387196,1,"1","1",0.662262172171567,1,0.647771835327148,0.82
"3950","SAS","BKN",2014-11-22,1,-10.5,1,0.694686752505663,1,0.694686752505663,1,0.762760525718785,1,"1","1",0.753016467558383,1,0.749657988548279,0.82
"3954","OKC","CLE",2014-12-11,1,-7.5,1,0.343922700907251,0,0.343922700907251,0,0.418055756517777,0,"0","0",0.453216585079096,0,0.423736989498138,0.55
"3967","PHX","UTA",2015-02-06,1,-5.5,1,0.560421065877008,1,0.560421065877008,1,0.622395169418948,1,"1","1",0.621192812150922,1,0.611009478569031,0.75
"3968","NYK","GSW",2015-02-07,0,15.5,0,0.188333961286272,0,0.188333961286272,0,0.14211711312358,0,"0","0",0.180447883593264,0,0.143293857574463,0.14
"3969","DAL","CHA",2015-02-22,1,-9.5,1,0.772930268047052,1,0.772930268047052,1,0.790468598421201,1,"1","1",0.755358298369109,1,0.792216122150421,0.79
"3970","NYK","CLE",2015-02-22,0,16.5,0,0.269726664752501,0,0.269726664752501,0,0.296007470789961,0,"0","0",0.295556188945175,0,0.303308486938477,0.2
"3972","CHI","MIN",2015-02-27,1,-5.5,1,0.852619533020363,1,0.852619533020363,1,0.858957146500882,1,"1","1",0.821097620262239,1,0.857182025909424,0.97
"3973","SAC","SAS",2015-02-27,0,9.5,0,0.423945832224927,0,0.423945832224927,0,0.360726767442616,0,"0","0",0.413485723172309,0,0.378623932600021,0.25
"3978","CLE","PHX",2015-03-07,1,-11.5,1,0.781625640539002,1,0.781625640539002,1,0.75792534173247,1,"1","1",0.71888036357839,1,0.761710107326508,0.91
"3981","SAS","CLE",2015-03-12,0,1.5,0,0.584645465210664,1,0.584645465210664,1,0.60226827052844,1,"1","1",0.618112967838319,1,0.609693706035614,0.82
